iter	RMSE
0	0.8065635359
1	0.7715223444
2	0.7383244403
3	0.7078932487
4	0.6772212647
5	0.6501143443
6	0.6241958708
7	0.5974359348
8	0.5717380301
9	0.5493458599
10	0.5256028191
11	0.5052194332
12	0.484806327
13	0.4656026938
14	0.4477669353
15	0.4288264338
16	0.4110535087
17	0.395002537
18	0.3787906302
19	0.363470367
20	0.3484597978
21	0.3343648225
22	0.3217907244
23	0.3096134327
24	0.2979093479
25	0.285405043
26	0.2738072356
27	0.2633103505
28	0.2527420343
29	0.2424725232
30	0.2328047445
31	0.2237147051
32	0.2148832191
33	0.206711256
34	0.1988359149
35	0.1907410522
36	0.1831011672
37	0.1765501507
38	0.1699490903
39	0.1631154585
40	0.1568070167
41	0.151355975
42	0.1455431612
43	0.1402407555
44	0.1352609512
45	0.1302153505
46	0.1252520867
47	0.1207583668
48	0.1165450236
49	0.1124358758
50	0.1084549979
51	0.1045370195
52	0.1007864101
53	0.0972333103
54	0.09406553972
55	0.09097962348
56	0.08819024504
57	0.0851165481
58	0.08241037038
59	0.07980271398
60	0.07714886314
61	0.07468219455
62	0.07240418878
63	0.07034906076
64	0.06820237339
65	0.06635648244
66	0.06449710468
67	0.06290636108
68	0.06132847221
69	0.05959126315
70	0.05791248948
71	0.05628864824
72	0.05486518575
73	0.05346427366
74	0.05222764909
75	0.05095041376
76	0.04975222384
77	0.04854176202
78	0.04737441538
79	0.04638090714
80	0.04548736827
81	0.04458894632
82	0.04385288358
83	0.04299207795
84	0.04205072509
85	0.04127235345
86	0.04071036421
87	0.04011365769
88	0.03945753166
89	0.03877673967
90	0.03826994076
91	0.03773156171
92	0.03721180653
93	0.03671892962
94	0.0362030396
95	0.03569408238
96	0.0352241586
97	0.03479157424
98	0.03445499004
99	0.03411382628
100	0.03375034225
101	0.03361511503
102	0.033488531
103	0.03312274837
104	0.03286045306
105	0.03252763195
106	0.03243529427
107	0.0323227862
108	0.03207084915
109	0.03177608913
110	0.0316875144
111	0.03156931187
112	0.03137064047
113	0.03126800914
114	0.03117705833
115	0.0309011276
116	0.03083495416
117	0.03075048084
118	0.0304412764
119	0.03016308845
120	0.0300918435
121	0.02986091186
122	0.02977503068
123	0.02956004797
124	0.02941591327
125	0.02917542373
126	0.02906240022
127	0.02900273661
128	0.02892592771
129	0.02876500145
130	0.0286162768
131	0.02840058875
132	0.02834294679
133	0.02827587306
134	0.02820878863
135	0.02814376143
136	0.02808624169
137	0.02787214578
138	0.02782827249
139	0.02766783564
140	0.02762190974
141	0.02750386914
142	0.02745954747
143	0.02729440189
144	0.02716631447
145	0.02699757197
146	0.02695191709
147	0.02682459778
148	0.02665052795
149	0.02651208737
150	0.02637135035
151	0.02627756912
152	0.02622703295
153	0.02619483756
154	0.02606287741
155	0.02591826752
156	0.0258143657
157	0.02576253939
158	0.02572495203
159	0.02558415012
160	0.02554658712
161	0.02551327172
162	0.02548066479
163	0.02537130608
164	0.02532564049
165	0.02528728815
166	0.02525877601
167	0.02522642063
168	0.0251948169
169	0.02509359516
170	0.02505792943
171	0.02501823595
172	0.02498825819
173	0.0248733416
174	0.02484473957
175	0.02480765806
176	0.02478042636
177	0.0246636904
178	0.02452277134
179	0.02449571839
180	0.02446929837
181	0.02443885548
182	0.02441358237
183	0.02438955183
184	0.02421817286
185	0.02404366689
186	0.02388018427
187	0.02385210306
188	0.0238284078
189	0.02379776455
190	0.02377192271
191	0.02363320076
192	0.02360457387
193	0.02346937485
194	0.02344379504
195	0.02331331514
196	0.02329210524
197	0.0232648784
198	0.0232386718
199	0.02321878106
200	0.02310127843
201	0.02308180701
202	0.02297494236
203	0.02295587273
204	0.02293129623
205	0.02285054928
206	0.02282947752
207	0.02273623837
208	0.02271558923
209	0.02269542624
210	0.02267588782
211	0.02265437365
212	0.02263843226
213	0.02262010467
214	0.02252585927
215	0.02250999034
216	0.02241029164
217	0.02239493081
218	0.02237965608
219	0.02236041658
220	0.02234579322
221	0.02221897539
222	0.02220461976
223	0.02210132191
224	0.02203426924
225	0.02202027177
226	0.02200112494
227	0.02191468907
228	0.02190120451
229	0.02180558705
230	0.02169780098
231	0.02167950761
232	0.0216629131
233	0.02165015106
234	0.02163764713
235	0.02156819192
236	0.0215513416
237	0.02153605998
238	0.02152013401
239	0.02140779678
240	0.02139622736
241	0.02137891199
242	0.02132266846
243	0.02131148014
244	0.02129488307
245	0.02128137326
246	0.02121628398
247	0.0212052966
248	0.02118883956
249	0.021144652
250	0.02103732879
251	0.02102660838
252	0.02097765109
253	0.02096183578
254	0.02095125602
255	0.02094090709
256	0.02083871397
257	0.02082346499
258	0.02081356535
259	0.02080166539
260	0.02079178834
261	0.02074777981
